men_id,nin_id,men_generado_por,men_inicio,men_fin,men_kcal_total,men_estado,fecha_creacion,mei_id,mei_dia_idx,mei_comida,mei_kcal,rec_id,rec_nombre,rec_instrucciones,rec_activo
6,299,IA,2025-10-21,2025-10-27,6195,BORRADOR,2025-10-14 19:51:10,99,4,CENA,329,222,Palta con tomate sobre pan integral,Untar pan; colocar palta y tomate.,1
6,299,IA,2025-10-21,2025-10-27,6195,BORRADOR,2025-10-14 19:51:10,100,5,DESAYUNO,165,216,Papaya con queso fresco,Servir cubos de papaya con queso fresco.,1
6,299,IA,2025-10-21,2025-10-27,6195,BORRADOR,2025-10-14 19:51:10,101,5,ALMUERZO,278,202,Guiso de lentejas con papa,Sofreír; añadir lentejas y papa; hervir 12–15 min.,1
6,299,IA,2025-10-21,2025-10-27,6195,BORRADOR,2025-10-14 19:51:10,102,5,CENA,276,228,Maíz choclo con queso fresco,Servir choclo cocido con queso.,1
6,299,IA,2025-10-21,2025-10-27,6195,BORRADOR,2025-10-14 19:51:10,103,6,DESAYUNO,303,204,Avena con yogurt y fresa,Cocer avena; mezclar con yogurt; agregar fresa.,1
6,299,IA,2025-10-21,2025-10-27,6195,BORRADOR,2025-10-14 19:51:10,104,6,ALMUERZO,243,218,Quinua salteada con brócoli,Saltear quinua cocida con brócoli.,1
6,299,IA,2025-10-21,2025-10-27,6195,BORRADOR,2025-10-14 19:51:10,105,6,CENA,136,207,Ensalada de palta y zanahoria,Mezclar palta en cubos con zanahoria rallada.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,106,0,DESAYUNO,303,204,Avena con yogurt y fresa,Cocer avena; mezclar con yogurt; agregar fresa.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,107,0,ALMUERZO,387,205,Arroz con pollo y brócoli,Saltear pollo; añadir arroz y brócoli.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,108,0,CENA,243,223,Sopa de pollo con verduras,Hervir pollo con zanahoria y papa.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,109,1,DESAYUNO,298,215,Yogurt con mango y avena,"Mezclar yogurt, mango y avena hidratada.",1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,110,1,ALMUERZO,278,202,Guiso de lentejas con papa,Sofreír; añadir lentejas y papa; hervir 12–15 min.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,111,1,CENA,397,203,Anchoveta al horno con yuca,Hornear anchoveta 15 min; servir con yuca cocida.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,112,2,DESAYUNO,391,200,Quinua con leche y plátano,Hervir quinua con leche; servir con plátano.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,113,2,ALMUERZO,384,220,Guiso de frejol canario con arroz,Cocer frejol; servir con arroz.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,114,2,CENA,267,206,Puré de papa con huevo,Puré de papa; servir con huevo sancochado.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,115,3,DESAYUNO,450,212,Sandwich de pan integral con pollo y palta,"Armar con pan, pollo deshilachado y palta.",1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,116,3,ALMUERZO,379,213,Arroz con lentejas y plátano salteado,Mezclar arroz/lentejas; servir con plátano salteado.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,117,3,CENA,136,207,Ensalada de palta y zanahoria,Mezclar palta en cubos con zanahoria rallada.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,118,4,DESAYUNO,165,216,Papaya con queso fresco,Servir cubos de papaya con queso fresco.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,119,4,ALMUERZO,326,224,Arroz con anchoveta y espinaca,Saltear anchoveta; mezclar con arroz y espinaca.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,120,4,CENA,97,227,"Tazón de frutas (naranja, papaya, fresa)",Cortar frutas y mezclar.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,121,5,DESAYUNO,261,221,Camote con huevo revuelto,Saltear camote en cubos; añadir huevo.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,122,5,ALMUERZO,319,225,Lentejas con hígado en dados,Agregar dados de hígado a lentejas cocidas.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,123,5,CENA,276,228,Maíz choclo con queso fresco,Servir choclo cocido con queso.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,124,6,DESAYUNO,282,229,Avena con plátano y naranja,Cocer avena en leche; añadir plátano y gajos de naranja.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,125,6,ALMUERZO,315,214,Bonito a la plancha con choclo,Plancha bonito; servir con maíz choclo.,1
7,202,IA,2025-10-21,2025-10-27,5996,BORRADOR,2025-10-14 20:50:16,126,6,CENA,42,217,Ensalada de tomate y cebolla,Cortar y mezclar; aliño suave.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,127,0,DESAYUNO,391,200,Quinua con leche y plátano,Hervir quinua con leche; servir con plátano.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,128,0,ALMUERZO,278,202,Guiso de lentejas con papa,Sofreír; añadir lentejas y papa; hervir 12–15 min.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,129,0,CENA,243,223,Sopa de pollo con verduras,Hervir pollo con zanahoria y papa.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,130,1,DESAYUNO,303,204,Avena con yogurt y fresa,Cocer avena; mezclar con yogurt; agregar fresa.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,131,1,ALMUERZO,387,205,Arroz con pollo y brócoli,Saltear pollo; añadir arroz y brócoli.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,132,1,CENA,136,207,Ensalada de palta y zanahoria,Mezclar palta en cubos con zanahoria rallada.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,133,2,DESAYUNO,298,215,Yogurt con mango y avena,"Mezclar yogurt, mango y avena hidratada.",1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,134,2,ALMUERZO,379,213,Arroz con lentejas y plátano salteado,Mezclar arroz/lentejas; servir con plátano salteado.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,135,2,CENA,267,206,Puré de papa con huevo,Puré de papa; servir con huevo sancochado.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,136,3,DESAYUNO,165,216,Papaya con queso fresco,Servir cubos de papaya con queso fresco.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,137,3,ALMUERZO,384,220,Guiso de frejol canario con arroz,Cocer frejol; servir con arroz.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,138,3,CENA,276,228,Maíz choclo con queso fresco,Servir choclo cocido con queso.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,139,4,DESAYUNO,261,221,Camote con huevo revuelto,Saltear camote en cubos; añadir huevo.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,140,4,ALMUERZO,326,224,Arroz con anchoveta y espinaca,Saltear anchoveta; mezclar con arroz y espinaca.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,141,4,CENA,397,203,Anchoveta al horno con yuca,Hornear anchoveta 15 min; servir con yuca cocida.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,142,5,DESAYUNO,282,229,Avena con plátano y naranja,Cocer avena en leche; añadir plátano y gajos de naranja.,1
8,202,IA,2025-10-21,2025-10-27,6261,BORRADOR,2025-10-14 21:00:00,143,5,ALMUERZO,319,225,Lentejas con hígado en dados,Agregar dados de hígado a lentejas cocidas.,1
